segment_id,edge_idx,source,target,direction,br,km_start,km_end,length_km,midpoint_lat,midpoint_lon
212,106,6f4kx79r,6f414pgj,C,471,573.8,659.2,85.40000000000009,-33.234507089999966,-53.05537090499996
213,106,6f414pgj,6f4kx79r,D,471,573.8,659.2,85.40000000000009,-33.234507089999966,-53.05537090499996
214,107,6f414pgj,6f1brf2g,C,471,659.2,679.9,20.699999999999932,-33.61185376499995,-53.39627870499996
215,107,6f1brf2g,6f414pgj,D,471,659.2,679.9,20.699999999999932,-33.61185376499995,-53.39627870499996
216,108,6g56uxrv,6g56uy3r,C,470,0.0,0.6,0.6,-27.60335483999995,-51.470080689999946
217,108,6g56uy3r,6g56uxrv,D,470,0.0,0.6,0.6,-27.60335483999995,-51.470080689999946
218,109,6g56uy3r,6g56t5gn,C,470,0.6,10.2,9.6,-27.634917574999946,-51.46226278499995
219,109,6g56t5gn,6g56uy3r,D,470,0.6,10.2,9.6,-27.634917574999946,-51.46226278499995
220,110,6g56t5gn,6g53mj67,C,470,10.2,34.7,24.500000000000004,-27.76985157499996,-51.45607921499996
221,110,6g53mj67,6g56t5gn,D,470,10.2,34.7,24.500000000000004,-27.76985157499996,-51.45607921499996
222,111,6g53mj67,6g53kcw1,C,470,34.7,37.4,2.6999999999999957,-27.88627377499995,-51.45945515499997
223,111,6g53kcw1,6g53mj67,D,470,34.7,37.4,2.6999999999999957,-27.88627377499995,-51.45945515499997
224,112,6g53kcw1,6g52tjtg,C,470,37.4,49.7,12.300000000000004,-27.951535324999952,-51.45711841499997
225,112,6g52tjtg,6g53kcw1,D,470,37.4,49.7,12.300000000000004,-27.951535324999952,-51.45711841499997
226,113,6g52tjtg,6fgrgc4q,C,470,49.7,70.3,20.599999999999994,-28.084312584999964,-51.48181737499996
227,113,6fgrgc4q,6g52tjtg,D,470,49.7,70.3,20.599999999999994,-28.084312584999964,-51.48181737499996
228,114,6fgrgc4q,6fgre9b2,C,470,70.3,75.3,5.0,-28.18279627499996,-51.51862944999996
229,114,6fgre9b2,6fgrgc4q,D,470,70.3,75.3,5.0,-28.18279627499996,-51.51862944999996
230,115,6fgre9b2,6fgrk4j4,C,285,193.5,199.3,5.800000000000011,-28.22435610499997,-51.51123329999996
231,115,6fgrk4j4,6fgre9b2,D,285,193.5,199.3,5.800000000000011,-28.22435610499997,-51.51123329999996
232,116,6fgre9b2,6fgr3tfr,C,285,199.3,209.0,9.699999999999989,-28.21364684499997,-51.568022129999946
233,116,6fgr3tfr,6fgre9b2,D,285,199.3,209.0,9.699999999999989,-28.21364684499997,-51.568022129999946
234,117,6fgrk4j4,6fgrhctd,C,285,186.7,193.5,6.800000000000011,-28.26874446499997,-51.480134059999955
235,117,6fgrhctd,6fgrk4j4,D,285,186.7,193.5,6.800000000000011,-28.26874446499997,-51.480134059999955
236,118,6fgrhctd,6fgrhby8,C,285,186.2,186.7,0.5,-28.294276519999954,-51.462528719999966
237,118,6fgrhby8,6fgrhctd,D,285,186.2,186.7,0.5,-28.294276519999954,-51.462528719999966
238,119,6fgrhby8,6fgquyds,C,470,88.4,89.8,1.3999999999999915,-28.302349654999944,-51.464556379999976
239,119,6fgquyds,6fgrhby8,D,470,88.4,89.8,1.3999999999999915,-28.302349654999944,-51.464556379999976
240,120,6fgrhby8,6fgwt7jw,C,285,143.6,186.2,42.599999999999994,-28.333825419999954,-51.27565921499996
241,120,6fgwt7jw,6fgrhby8,D,285,143.6,186.2,42.599999999999994,-28.333825419999954,-51.27565921499996
242,121,6fgquyds,6fgqkkcs,C,470,89.8,104.6,14.799999999999997,-28.35694024999995,-51.478970249999975
243,121,6fgqkkcs,6fgquyds,D,470,89.8,104.6,14.799999999999997,-28.35694024999995,-51.478970249999975
244,122,6fgqkkcs,6fgm4tfw,C,470,104.6,132.7,28.099999999999994,-28.512665999999967,-51.528404999999964
245,122,6fgm4tfw,6fgqkkcs,D,470,104.6,132.7,28.099999999999994,-28.512665999999967,-51.528404999999964
246,123,6fgm4tfw,6fgm47v9,C,470,132.7,133.7,1.0,-28.625562499999972,-51.56972099999996
247,123,6fgm47v9,6fgm4tfw,D,470,132.7,133.7,1.0,-28.625562499999972,-51.56972099999996
248,124,6fgm47v9,6fgm42sm,C,470,133.7,136.2,2.5,-28.640080499999954,-51.57393799999997
249,124,6fgm42sm,6fgm47v9,D,470,133.7,136.2,2.5,-28.640080499999954,-51.57393799999997
250,125,6fgm42sm,6fgk3jj9,C,470,136.2,151.5,15.300000000000011,-28.70255444999995,-51.60141544999996
251,125,6fgk3jj9,6fgm42sm,D,470,136.2,151.5,15.300000000000011,-28.70255444999995,-51.60141544999996
252,126,6fgk3jj9,6fgk1sff,C,470,151.5,157.6,6.099999999999994,-28.779009564999967,-51.61904462999996
253,126,6fgk1sff,6fgk3jj9,D,470,151.5,157.6,6.099999999999994,-28.779009564999967,-51.61904462999996
254,127,6fgk1sff,6fg7dyz2,C,470,157.6,168.8,11.200000000000017,-28.840216114999976,-51.57930767999997
255,127,6fg7dyz2,6fgk1sff,D,470,157.6,168.8,11.200000000000017,-28.840216114999976,-51.57930767999997
256,128,6fg7dyz2,6fg7dfgz,C,470,168.8,170.9,2.0999999999999943,-28.889269999999982,-51.55116949999996
257,128,6fg7dfgz,6fg7dyz2,D,470,168.8,170.9,2.0999999999999943,-28.889269999999982,-51.55116949999996
258,129,6fg7dfgz,6fg76fsz,C,470,170.9,177.3,6.400000000000006,-28.922341544999966,-51.55296662999996
259,129,6fg76fsz,6fg7dfgz,D,470,170.9,177.3,6.400000000000006,-28.922341544999966,-51.55296662999996
260,130,6fg76fsz,6fg674eh,C,470,177.3,208.6,31.299999999999983,-29.033105544999955,-51.547913129999955
261,130,6fg674eh,6fg76fsz,D,470,177.3,208.6,31.299999999999983,-29.033105544999955,-51.547913129999955
262,131,6fg674eh,6fg658cf,C,470,208.6,216.2,7.599999999999994,-29.14818649999995,-51.53338749999995
263,131,6fg658cf,6fg674eh,D,470,208.6,216.2,7.599999999999994,-29.14818649999995,-51.53338749999995
264,132,6fg658cf,6fg3gtj1,C,470,216.2,219.1,2.9000000000000057,-29.18552289999994,-51.52106564999997
265,132,6fg3gtj1,6fg658cf,D,470,216.2,219.1,2.9000000000000057,-29.18552289999994,-51.52106564999997
266,133,6fg3gtj1,6fg3g8yt,C,470,219.1,221.7,2.5999999999999943,-29.20725520499994,-51.51782427499998
267,133,6fg3g8yt,6fg3gtj1,D,470,219.1,221.7,2.5999999999999943,-29.20725520499994,-51.51782427499998
268,134,6fg3g8yt,6fg3ebyx,C,453,96.1,101.4,5.300000000000011,-29.240367074999938,-51.51126274499998
269,134,6fg3ebyx,6fg3g8yt,D,453,96.1,101.4,5.300000000000011,-29.240367074999938,-51.51126274499998
270,135,6fg3g8yt,6fg3uuhx,C,453,101.4,107.2,5.799999999999997,-29.209482539999954,-51.49069909499997
271,135,6fg3uuhx,6fg3g8yt,D,453,101.4,107.2,5.799999999999997,-29.209482539999954,-51.49069909499997
272,136,6fg3ebyx,6fg3kd2g,C,470,227.0,232.1,5.099999999999994,-29.28031926999995,-51.49329911999996
273,136,6fg3kd2g,6fg3ebyx,D,470,227.0,232.1,5.099999999999994,-29.28031926999995,-51.49329911999996
274,137,6fg3ebyx,6fg0y7xm,C,453,65.4,96.1,30.69999999999999,-29.320655329999937,-51.626106644999965
275,137,6fg0y7xm,6fg3ebyx,D,453,65.4,96.1,30.69999999999999,-29.320655329999937,-51.626106644999965
276,138,6fg3kd2g,6fg2gux0,C,470,232.1,244.1,12.0,-29.33655749999997,-51.49297549999994
277,138,6fg2gux0,6fg3kd2g,D,470,232.1,244.1,12.0,-29.33655749999997,-51.49297549999994
278,139,6fg2gux0,6fg2etyk,C,470,244.1,253.5,9.400000000000006,-29.39280074499996,-51.51104248499996
279,139,6fg2etyk,6fg2gux0,D,470,244.1,253.5,9.400000000000006,-29.39280074499996,-51.51104248499996
280,140,6fg2etyk,6fg2ebmp,C,470,253.5,255.0,1.5,-29.425854244999954,-51.51248098499997
281,140,6fg2ebmp,6fg2etyk,D,470,253.5,255.0,1.5,-29.425854244999954,-51.51248098499997
282,141,6fg2ebmp,6ferjnu9,C,470,255.0,287.3,32.30000000000001,-29.55519099999995,-51.480880999999954
283,141,6ferjnu9,6fg2ebmp,D,470,255.0,287.3,32.30000000000001,-29.55519099999995,-51.480880999999954
284,142,6ferjnu9,6ferhev6,C,287,0.0,3.2,3.2,-29.677868609999962,-51.46409059499996
285,142,6ferhev6,6ferjnu9,D,287,0.0,3.2,3.2,-29.677868609999962,-51.46409059499996
286,143,6ferhev6,6fequjy5,C,470,290.5,295.4,4.899999999999977,-29.70240660999997,-51.484978094999974
287,143,6fequjy5,6ferhev6,D,470,290.5,295.4,4.899999999999977,-29.70240660999997,-51.484978094999974
288,144,6ferhev6,6fer5g0u,C,287,3.2,7.1,3.8999999999999995,-29.687897684999967,-51.49403967999996
289,144,6fer5g0u,6ferhev6,D,287,3.2,7.1,3.8999999999999995,-29.687897684999967,-51.49403967999996
290,145,6fequjy5,6feq9yx5,C,470,295.4,307.9,12.5,-29.738659094999946,-51.544287484999955
291,145,6feq9yx5,6fequjy5,D,470,295.4,307.9,12.5,-29.738659094999946,-51.544287484999955
292,146,6feq9yx5,6fenxgm5,C,470,307.9,319.9,12.0,-29.76749056999995,-51.63831075999994
293,146,6fenxgm5,6feq9yx5,D,470,307.9,319.9,12.0,-29.76749056999995,-51.63831075999994
294,147,6feq9yx5,6few405n,C,386,400.9,440.4,39.5,-29.820153639999944,-51.414562134999954
295,147,6few405n,6feq9yx5,D,386,400.9,440.4,39.5,-29.820153639999944,-51.414562134999954
296,148,6feq9yx5,6fer086h,C,386,392.0,400.9,8.899999999999977,-29.73170074999993,-51.62397371499995
297,148,6fer086h,6feq9yx5,D,386,392.0,400.9,8.899999999999977,-29.73170074999993,-51.62397371499995
298,149,6fenxgm5,6fenrbet,C,470,319.9,326.4,6.5,-29.80582847499997,-51.68471602499994
299,149,6fenrbet,6fenxgm5,D,470,319.9,326.4,6.5,-29.80582847499997,-51.68471602499994
300,150,6fenrbet,6fenp75q,C,470,326.4,331.6,5.2000000000000455,-29.85026508499996,-51.696848959999954
301,150,6fenp75q,6fenrbet,D,470,326.4,331.6,5.2000000000000455,-29.85026508499996,-51.696848959999954
302,151,6fenp75q,6fejxn7f,C,470,331.6,339.2,7.599999999999966,-29.900638249999957,-51.71303952499997
303,151,6fejxn7f,6fenp75q,D,470,331.6,339.2,7.599999999999966,-29.900638249999957,-51.71303952499997
304,152,6fejxn7f,6fejxk8h,C,470,339.2,340.6,1.400000000000034,-29.940570014999963,-51.715315129999965
305,152,6fejxk8h,6fejxn7f,D,470,339.2,340.6,1.400000000000034,-29.940570014999963,-51.715315129999965
306,153,6fejxk8h,6fejx76h,C,470,340.6,341.5,0.8999999999999773,-29.94857541999997,-51.711130914999956
307,153,6fejx76h,6fejxk8h,D,470,340.6,341.5,0.8999999999999773,-29.94857541999997,-51.711130914999956
308,154,6fejx76h,6fejqzu8,C,470,341.5,345.5,4.0,-29.962027569999975,-51.71897309999997
309,154,6fejqzu8,6fejx76h,D,470,341.5,345.5,4.0,-29.962027569999975,-51.71897309999997
310,155,6fejqzu8,6fejnqzp,C,470,345.5,351.5,6.0,-29.996171499999974,-51.737428499999965
311,155,6fejnqzp,6fejqzu8,D,470,345.5,351.5,6.0,-29.996171499999974,-51.737428499999965
312,156,6fejnqzp,6fehsmzz,C,470,351.5,364.7,13.199999999999989,-30.066977849999972,-51.790256134999964
313,156,6fehsmzz,6fejnqzp,D,470,351.5,364.7,13.199999999999989,-30.066977849999972,-51.790256134999964
314,157,6fehsmzz,6fekfqnr,C,290,135.8,162.5,26.69999999999999,-30.090962624999975,-51.70293152999997
315,157,6fekfqnr,6fehsmzz,D,290,135.8,162.5,26.69999999999999,-30.090962624999975,-51.70293152999997
316,158,6fehsmzz,6feh9ejq,C,290,162.5,174.6,12.099999999999994,-30.121275409999953,-51.895869214999976
317,158,6feh9ejq,6fehsmzz,D,290,162.5,174.6,12.099999999999994,-30.121275409999953,-51.895869214999976
318,159,6g417h15,6g416rh1,C,468,0.0,3.9,3.9,-27.874647004999957,-53.318545719999946
319,159,6g416rh1,6g417h15,D,468,0.0,3.9,3.9,-27.874647004999957,-53.318545719999946
320,160,6g416rh1,6g1fpc02,C,468,3.9,21.6,17.700000000000003,-27.81714671499995,-53.39045064499996
321,160,6g1fpc02,6g416rh1,D,468,3.9,21.6,17.700000000000003,-27.81714671499995,-53.39045064499996
322,161,6g416rh1,6g446zyq,C,158,74.9,96.3,21.39999999999999,-27.776181114999957,-53.320517559999956
323,161,6g446zyq,6g416rh1,D,158,74.9,96.3,21.39999999999999,-27.776181114999957,-53.320517559999956
324,162,6g416rh1,6g414qb3,C,158,96.3,101.6,5.299999999999997,-27.889195059999935,-53.33553108999996
325,162,6g414qb3,6g416rh1,D,158,96.3,101.6,5.299999999999997,-27.889195059999935,-53.33553108999996
326,163,6g1fpc02,6g1dp38k,C,468,21.6,63.4,41.8,-27.766127284999953,-53.63468440999998
327,163,6g1dp38k,6g1fpc02,D,468,21.6,63.4,41.8,-27.766127284999953,-53.63468440999998
328,164,6g1dp38k,6g1dnyfq,C,468,63.4,67.3,3.8999999999999986,-27.74983083999996,-53.83117544999996
329,164,6g1dnyfq,6g1dp38k,D,468,63.4,67.3,3.8999999999999986,-27.74983083999996,-53.83117544999996
330,165,6g1dnyfq,6g1dw8t8,C,468,67.3,73.4,6.1000000000000085,-27.708934819999968,-53.84396102499994
331,165,6g1dw8t8,6g1dnyfq,D,468,67.3,73.4,6.1000000000000085,-27.708934819999968,-53.84396102499994
332,166,6g1s17mv,6g1kwykr,C,468,122.3,142.2,19.89999999999999,-27.35072836499998,-54.13362698499995
333,166,6g1kwykr,6g1s17mv,D,468,122.3,142.2,19.89999999999999,-27.35072836499998,-54.13362698499995
334,167,6fg02u48,6fdzk4xr,C,453,0.0,29.8,29.8,-29.556684649999937,-52.09579043499994
335,167,6fdzk4xr,6fg02u48,D,453,0.0,29.8,29.8,-29.556684649999937,-52.09579043499994
336,168,6fg02u48,6fg02usu,C,453,29.8,30.4,0.5999999999999979,-29.46355466999995,-51.993103169999955
337,168,6fg02usu,6fg02u48,D,453,29.8,30.4,0.5999999999999979,-29.46355466999995,-51.993103169999955
338,169,6fdzk4xr,6fep172r,C,287,55.3,78.3,23.0,-29.668010159999938,-52.08650056999994
339,169,6fep172r,6fdzk4xr,D,287,55.3,78.3,23.0,-29.668010159999938,-52.08650056999994
340,170,6fdzk4xr,6fdz1kbf,C,287,78.3,91.2,12.900000000000006,-29.66434998999995,-52.261865539999945
341,170,6fdz1kbf,6fdzk4xr,D,287,78.3,91.2,12.900000000000006,-29.66434998999995,-52.261865539999945
342,171,6fg02usu,6fg03r3c,C,453,30.4,32.8,2.3999999999999986,-29.454552004999954,-51.98267308999996
343,171,6fg03r3c,6fg02usu,D,453,30.4,32.8,2.3999999999999986,-29.454552004999954,-51.98267308999996
344,172,6fg03r3c,6fg038rt,C,386,346.1,351.2,5.099999999999966,-29.46608463499996,-51.96419143499995
345,172,6fg038rt,6fg03r3c,D,386,346.1,351.2,5.099999999999966,-29.46608463499996,-51.96419143499995
346,173,6fg03r3c,6fg0899r,C,386,342.5,346.1,3.6000000000000227,-29.440526964999947,-51.990558344999954
347,173,6fg0899r,6fg03r3c,D,386,342.5,346.1,3.6000000000000227,-29.440526964999947,-51.990558344999954
348,174,6fg038rt,6fg0sbmt,C,453,37.9,54.0,16.1,-29.46298370499997,-51.88474314999996
349,174,6fg0sbmt,6fg038rt,D,453,37.9,54.0,16.1,-29.46298370499997,-51.88474314999996
350,175,6fg038rt,6fepg5nu,C,386,351.2,362.0,10.800000000000011,-29.521391274999957,-51.92235163999996
351,175,6fepg5nu,6fg038rt,D,386,351.2,362.0,10.800000000000011,-29.521391274999957,-51.92235163999996
352,176,6fg0sbmt,6fg0y7xm,C,453,54.0,65.4,11.400000000000006,-29.410115779999956,-51.78061117499996
353,176,6fg0y7xm,6fg0sbmt,D,453,54.0,65.4,11.400000000000006,-29.410115779999956,-51.78061117499996
354,177,6fg3uuhx,6fg3yk4w,C,453,107.2,113.9,6.700000000000003,-29.200458579999946,-51.43305168999996
355,177,6fg3yk4w,6fg3uuhx,D,453,107.2,113.9,6.700000000000003,-29.200458579999946,-51.43305168999996
356,178,6fg3yk4w,6fg3z3rn,C,453,113.9,119.4,5.5,-29.208074979999935,-51.37642285999996
357,178,6fg3z3rn,6fg3yk4w,D,453,113.9,119.4,5.5,-29.208074979999935,-51.37642285999996
358,179,6fg3z3rn,6fg3zbkt,C,453,119.4,121.4,2.0,-29.218417209999956,-51.342110049999974
359,179,6fg3zbkt,6fg3z3rn,D,453,119.4,121.4,2.0,-29.218417209999956,-51.342110049999974
360,180,6fg3zbkt,6fg9cy4z,C,453,121.4,130.6,9.199999999999989,-29.205338619999964,-51.29006612999996
361,180,6fg9cy4z,6fg3zbkt,D,453,121.4,130.6,9.199999999999989,-29.205338619999964,-51.29006612999996
362,181,6fg9cy4z,6fgd70y7,C,453,130.6,141.6,11.0,-29.16025976499995,-51.21741858999994
363,181,6fgd70y7,6fg9cy4z,D,453,130.6,141.6,11.0,-29.16025976499995,-51.21741858999994
364,182,6fgd70y7,6fgdk88f,C,453,141.6,148.0,6.400000000000006,-29.131802974999943,-51.15831683499994
365,182,6fgdk88f,6fgd70y7,D,453,141.6,148.0,6.400000000000006,-29.131802974999943,-51.15831683499994
366,183,6fgdk88f,6fgdk8kq,C,453,148.0,148.5,0.5,-29.13287042999994,-51.12679839499995
367,183,6fgdk8kq,6fgdk88f,D,453,148.0,148.5,0.5,-29.13287042999994,-51.12679839499995
368,184,6fgdk88f,6fgdkg4h,C,116,142.0,144.6,2.5999999999999943,-29.12547146999995,-51.12274691999994
369,184,6fgdkg4h,6fgdk88f,D,116,142.0,144.6,2.5999999999999943,-29.12547146999995,-51.12274691999994
370,185,6fgdk88f,6fg9gq6n,C,116,144.6,153.6,9.0,-29.160385944999945,-51.155649799999935
371,185,6fg9gq6n,6fgdk88f,D,116,144.6,153.6,9.0,-29.160385944999945,-51.155649799999935
372,186,6fgdk8kq,6fgfry64,C,453,148.5,200.9,52.400000000000006,-29.11711862499996,-50.87874941499996
373,186,6fgfry64,6fgdk8kq,D,453,148.5,200.9,52.400000000000006,-29.11711862499996,-50.87874941499996
374,187,6fgfry64,6fu1gd06,C,453,200.9,223.4,22.5,-29.15659596499998,-50.551781639999945
375,187,6fu1gd06,6fgfry64,D,453,200.9,223.4,22.5,-29.15659596499998,-50.551781639999945
376,188,6fu1gd06,6fu1wbnp,C,453,223.4,240.4,17.0,-29.23924474499998,-50.39534260999994
377,188,6fu1wbnp,6fu1gd06,D,453,223.4,240.4,17.0,-29.23924474499998,-50.39534260999994
378,189,6fu1wbnp,6fu1x253,C,453,240.4,242.3,1.9000000000000057,-29.266855009999972,-50.31089185999994
379,189,6fu1x253,6fu1wbnp,D,453,240.4,242.3,1.9000000000000057,-29.266855009999972,-50.31089185999994
380,190,6fu1x253,6fu31u7g,C,453,242.3,255.9,13.599999999999994,-29.299494959999947,-50.24649296499996
381,190,6fu31u7g,6fu1x253,D,453,242.3,255.9,13.599999999999994,-29.299494959999947,-50.24649296499996
382,191,6fu95txn,6fu95qdc,C,453,303.9,305.8,1.900000000000034,-29.32179221499996,-49.76668496999997
383,191,6fu95qdc,6fu95txn,D,453,303.9,305.8,1.900000000000034,-29.32179221499996,-49.76668496999997
384,192,6fu95txn,6fu9h7j8,C,453,305.8,309.3,3.5,-29.331506314999956,-49.74278832999997
385,192,6fu9h7j8,6fu95txn,D,453,305.8,309.3,3.5,-29.331506314999956,-49.74278832999997
386,193,6fu95qdc,6fu976ns,C,101,0.1,2.3,2.1999999999999997,-29.309599419999955,-49.77258297999998
387,193,6fu976ns,6fu95qdc,D,101,0.1,2.3,2.1999999999999997,-29.309599419999955,-49.77258297999998
388,194,6fu95qdc,6fu8c8w3,C,101,2.3,13.5,11.2,-29.357906729999968,-49.81124078999997
389,194,6fu8c8w3,6fu95qdc,D,101,2.3,13.5,11.2,-29.357906729999968,-49.81124078999997
390,195,6few73ws,6few7d14,C,448,0.0,0.6,0.6,-29.82863932999996,-51.174435959999954
391,195,6few7d14,6few73ws,D,448,0.0,0.6,0.6,-29.82863932999996,-51.174435959999954
392,196,6few73ws,6few4kdc,C,448,0.6,6.8,6.2,-29.84388193999996,-51.20068857999996
393,196,6few4kdc,6few73ws,D,448,0.6,6.8,6.2,-29.84388193999996,-51.20068857999996
394,197,6few7d14,6fetgqnj,C,116,254.1,261.6,7.500000000000028,-29.86014709999995,-51.17483574999997
395,197,6fetgqnj,6few7d14,D,116,254.1,261.6,7.500000000000028,-29.86014709999995,-51.17483574999997
396,198,6few7d14,6fewu5dp,C,116,242.9,254.1,11.199999999999989,-29.778948854999953,-51.16100649499995
397,198,6fewu5dp,6few7d14,D,116,242.9,254.1,11.199999999999989,-29.778948854999953,-51.16100649499995
398,199,6few4kdc,6few405n,C,448,6.8,9.7,2.8999999999999995,-29.869817644999955,-51.230629799999974
399,199,6few405n,6few4kdc,D,448,6.8,9.7,2.8999999999999995,-29.869817644999955,-51.230629799999974
400,200,6few405n,6fet6zqe,C,448,9.7,22.3,12.600000000000001,-29.927946654999943,-51.21712111999997
401,200,6fet6zqe,6few405n,D,448,9.7,22.3,12.600000000000001,-29.927946654999943,-51.21712111999997
402,201,6few405n,6fetgq4g,C,386,440.4,445.7,5.300000000000011,-29.887485294999948,-51.20875054999996
403,201,6fetgq4g,6few405n,D,386,440.4,445.7,5.300000000000011,-29.887485294999948,-51.20875054999996
404,202,6fet6zqe,6fet7ry0,C,116,270.4,272.5,2.1000000000000227,-29.973038164999934,-51.18748982499997
405,202,6fet7ry0,6fet6zqe,D,116,270.4,272.5,2.1000000000000227,-29.973038164999934,-51.18748982499997
406,203,6fet6zqe,6fet6epd,C,116,272.5,275.4,2.8999999999999773,-29.98597474999994,-51.202966129999965
407,203,6fet6epd,6fet6zqe,D,116,272.5,275.4,2.8999999999999773,-29.98597474999994,-51.202966129999965
408,204,6f6cq4mw,6f6cwyr9,C,392,0.0,8.9,8.9,-32.07801676999995,-52.093556924999945
409,204,6f6cwyr9,6f6cq4mw,D,392,0.0,8.9,8.9,-32.07801676999995,-52.093556924999945
410,205,6f6cq4mw,6f6ckupp,C,392,8.9,16.2,7.299999999999999,-32.10563717499994,-52.137814884999955
411,205,6f6ckupp,6f6cq4mw,D,392,8.9,16.2,7.299999999999999,-32.10563717499994,-52.137814884999955
412,206,6f6cwyr9,6f6czv6u,C,101,405.6,410.1,4.5,-32.02602231999995,-52.05702495999995
413,206,6f6czv6u,6f6cwyr9,D,101,405.6,410.1,4.5,-32.02602231999995,-52.05702495999995
414,207,6fd0qgg4,6fd41080,C,392,199.9,244.5,44.599999999999994,-30.72775760999997,-53.26493276499997
415,207,6fd41080,6fd0qgg4,D,392,199.9,244.5,44.599999999999994,-30.72775760999997,-53.26493276499997
416,208,6fd41080,6f9fx070,C,392,244.5,257.6,13.100000000000023,-30.53977297499995,-53.43519042999998
417,208,6f9fx070,6fd41080,D,392,244.5,257.6,13.100000000000023,-30.53977297499995,-53.43519042999998
418,209,6fd41080,6fd51xyt,C,153,485.5,511.0,25.5,-30.474798999999962,-53.377848074999974
419,209,6fd51xyt,6fd41080,D,153,485.5,511.0,25.5,-30.474798999999962,-53.377848074999974
420,210,6fd41080,6f9cjcdp,C,153,511.0,538.0,27.0,-30.66764630499995,-53.46345864999998
421,210,6f9cjcdp,6fd41080,D,153,511.0,538.0,27.0,-30.66764630499995,-53.46345864999998
422,211,6f9fx070,6f9gq1jh,C,392,257.6,273.8,16.19999999999999,-30.428251084999943,-53.49765527499997
423,211,6f9gq1jh,6f9fx070,D,392,257.6,273.8,16.19999999999999,-30.428251084999943,-53.49765527499997
424,212,6f9gq1jh,6f9ukg35,C,392,273.8,296.1,22.30000000000001,-30.26595117499994,-53.54852710999995
425,212,6f9ukg35,6f9gq1jh,D,392,273.8,296.1,22.30000000000001,-30.26595117499994,-53.54852710999995
